ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-2.375,-5.87,7.087,267,1,56.37,,,,NaN,,,,0 / 0,24605,2018-11-20 15:30:49:780
-2.336,-7.594,5.028,296,1,49.59,,,,NaN,,,,0 / 0,24705,2018-11-20 15:30:49:880
-2.423,-8.561,2.844,301,1,49.59,,,,NaN,,,,0 / 0,24806,2018-11-20 15:30:49:981
-2.011,-8.648,2.308,298,1,49.59,,,,NaN,,,,0 / 0,24905,2018-11-20 15:30:50:080
-3.371,-10.582,1.704,289,1,52.79,,,,NaN,,,,0 / 0,25005,2018-11-20 15:30:50:180
-2.106,-9.96,0.296,288,1,52.79,,,,NaN,,,,0 / 0,25106,2018-11-20 15:30:50:281
-2.585,-9.452,1.254,273,1,52.79,,,,NaN,,,,0 / 0,25206,2018-11-20 15:30:50:381
-2.279,-9.711,-0.009,287,1,63.77,,,,NaN,,,,0 / 0,25306,2018-11-20 15:30:50:481
-3.878,-10.898,1.446,272,1,63.77,,,,NaN,,,,0 / 0,25406,2018-11-20 15:30:50:581
-3.179,-8.514,-1.158,288,1,63.77,,,,NaN,,,,0 / 0,25506,2018-11-20 15:30:50:681
-2.03,-9.433,3.093,287,1,51.35,,,,NaN,,,,0 / 0,25605,2018-11-20 15:30:50:780
-2.241,-8.418,4.893,326,1,51.35,,,,NaN,,,,0 / 0,25705,2018-11-20 15:30:50:880
-2.068,-7.125,5.468,332,1,51.35,,,,NaN,,,,0 / 0,25805,2018-11-20 15:30:50:980
-2.375,-5.229,7.68,328,1,52.57,,,,NaN,,,,0 / 0,25905,2018-11-20 15:30:51:080
-2.949,-5.075,8.753,315,1,52.57,,,,NaN,,,,0 / 0,26006,2018-11-20 15:30:51:181
-2.02,-3.533,9.165,291,1,52.57,,,,NaN,,,,0 / 0,26106,2018-11-20 15:30:51:281
-2.509,-3.304,10.946,297,1,51.6,,,,NaN,,,,0 / 0,26206,2018-11-20 15:30:51:381
-2.413,-3.371,11.808,277,1,51.6,,,,NaN,,,,0 / 0,26306,2018-11-20 15:30:51:481
-2.375,-3.735,10.056,288,1,51.6,,,,NaN,,,,0 / 0,26405,2018-11-20 15:30:51:580
-2.212,-3.476,9.462,304,1,51.6,,,,NaN,,,,0 / 0,26505,2018-11-20 15:30:51:680
-2.183,-4.462,7.278,306,1,59.15,,,,NaN,,,,0 / 0,26605,2018-11-20 15:30:51:780
-1.915,-6.148,6.876,335,1,59.15,,,,NaN,,,,0 / 0,26705,2018-11-20 15:30:51:880
-2.7,-8.475,3.457,312,1,59.15,,,,NaN,,,,0 / 0,26805,2018-11-20 15:30:51:980
-2.126,-7.805,1.848,296,1,55.9,,,,NaN,,,,0 / 0,26906,2018-11-20 15:30:52:081
-2.748,-8.81,2.355,311,1,55.9,,,,NaN,,,,0 / 0,27006,2018-11-20 15:30:52:181
-1.905,-9.261,0.517,310,1,55.9,,,,NaN,,,,0 / 0,27106,2018-11-20 15:30:52:281
-1.398,-10.008,2.039,296,1,56.24,,,,NaN,,,,0 / 0,27206,2018-11-20 15:30:52:381
-2.279,-8.753,-0.794,281,1,56.24,,,,NaN,,,,0 / 0,27306,2018-11-20 15:30:52:481
-2.595,-9.395,0.086,296,1,56.24,,,,NaN,,,,0 / 0,27405,2018-11-20 15:30:52:580
-2.729,-9.768,0.794,295,1,51.3,,,,NaN,,,,0 / 0,27505,2018-11-20 15:30:52:680
-3.026,-8.83,1.302,315,1,51.3,,,,NaN,,,,0 / 0,27605,2018-11-20 15:30:52:780
-1.695,-8.217,1.944,299,1,51.3,,,,NaN,,,,0 / 0,27705,2018-11-20 15:30:52:880
-3.735,-7.795,3.055,325,1,51.3,,,,NaN,,,,0 / 0,27806,2018-11-20 15:30:52:981
-2.336,-6.311,7.307,311,1,42.66,,,,NaN,,,,0 / 0,27906,2018-11-20 15:30:53:081
-2.681,-5.909,8.217,276,1,42.66,,,,NaN,,,,0 / 0,28006,2018-11-20 15:30:53:181
-2.039,-4.405,8.609,258,1,42.66,,,,NaN,,,,0 / 0,28106,2018-11-20 15:30:53:281
-2.03,-2.777,9.529,227,1,49.89,,,,NaN,,,,0 / 0,28206,2018-11-20 15:30:53:381
-0.258,-3.093,9.807,192,1,49.89,,,,NaN,,,,0 / 0,28306,2018-11-20 15:30:53:481
-1.589,-1.197,11.77,161,1,49.89,,,,NaN,,,,0 / 0,28406,2018-11-20 15:30:53:581
-3.227,-2.442,11.856,148,1,62.33,,,,NaN,,,,0 / 0,28506,2018-11-20 15:30:53:681
-2.595,-2.126,10.755,158,1,62.33,,,,NaN,,,,0 / 0,28605,2018-11-20 15:30:53:780
-1.819,-3.926,8.724,191,1,62.33,,,,NaN,,,,0 / 0,28706,2018-11-20 15:30:53:881
-1.944,-4.98,7.862,213,1,57.21,,,,NaN,,,,0 / 0,28805,2018-11-20 15:30:53:980
-2.499,-6.426,7.173,251,1,57.21,,,,NaN,,,,0 / 0,28906,2018-11-20 15:30:54:081
-2.672,-8.341,3.773,297,1,57.21,,,,NaN,,,,0 / 0,29006,2018-11-20 15:30:54:181
-1.963,-6.761,3.064,320,1,57.21,,,,NaN,,,,0 / 0,29106,2018-11-20 15:30:54:281
-3.198,-8.676,2.853,360,1,56.62,,,,NaN,,,,0 / 0,29206,2018-11-20 15:30:54:381
-3.016,-10.4,1.743,347,1,56.62,,,,NaN,,,,0 / 0,29306,2018-11-20 15:30:54:481
-2.518,-10.352,-1.197,346,1,56.62,,,,NaN,,,,0 / 0,29406,2018-11-20 15:30:54:581
-3.064,-10.467,0.852,353,1,54.31,,,,NaN,,,,0 / 0,29506,2018-11-20 15:30:54:681
-1.465,-10.237,0.344,351,1,54.31,,,,NaN,,,,0 / 0,29606,2018-11-20 15:30:54:781
-2.614,-9.845,1.015,346,1,54.31,,,,NaN,,,,0 / 0,29706,2018-11-20 15:30:54:881
-2.106,-8.992,2.882,361,1,43.98,,,,NaN,,,,0 / 0,29806,2018-11-20 15:30:54:981
-2.48,-9.471,4.711,372,1,43.98,,,,NaN,,,,0 / 0,29906,2018-11-20 15:30:55:081
-1.35,-7.383,4.98,320,1,43.98,,,,NaN,,,,0 / 0,30006,2018-11-20 15:30:55:181
-3.179,-6.11,5.746,298,1,44.19,,,,NaN,,,,0 / 0,30106,2018-11-20 15:30:55:281
-2.882,-6.158,8.399,270,1,44.19,,,,NaN,,,,0 / 0,30206,2018-11-20 15:30:55:381
-2.049,-5.028,8.983,204,1,44.19,,,,NaN,,,,0 / 0,30306,2018-11-20 15:30:55:481
-1.992,-3.83,8.37,194,1,44.19,,,,NaN,,,,0 / 0,30405,2018-11-20 15:30:55:580
-2.375,-3.007,9.797,159,1,50.06,,,,NaN,,,,0 / 0,30506,2018-11-20 15:30:55:681
-2.327,-2.547,11.08,133,1,50.06,,,,NaN,,,,0 / 0,30606,2018-11-20 15:30:55:781
-2.921,-2.241,11.569,128,1,50.06,,,,NaN,,,,0 / 0,30705,2018-11-20 15:30:55:880
-2.547,-2.461,11.597,122,1,61.86,,,,NaN,,,,0 / 0,30805,2018-11-20 15:30:55:980
-2.719,-3.361,9.778,131,1,61.86,,,,NaN,,,,0 / 0,30905,2018-11-20 15:30:56:080
-2.135,-4.539,8.466,218,1,61.86,,,,NaN,,,,0 / 0,31005,2018-11-20 15:30:56:180
-2.767,-5.746,7.269,304,1,56.78,,,,NaN,,,,0 / 0,31106,2018-11-20 15:30:56:281
-3.045,-7.278,5.018,329,1,56.78,,,,NaN,,,,0 / 0,31206,2018-11-20 15:30:56:381
-1.589,-8.207,2.231,393,1,56.78,,,,NaN,,,,0 / 0,31306,2018-11-20 15:30:56:481
-2.346,-7.163,1.8,395,1,59.64,,,,NaN,,,,0 / 0,31406,2018-11-20 15:30:56:581
-2.614,-9.95,2.47,407,1,59.64,,,,NaN,,,,0 / 0,31506,2018-11-20 15:30:56:681
-2.413,-9.433,-0.114,381,1,59.64,,,,NaN,,,,0 / 0,31606,2018-11-20 15:30:56:781
-2.643,-9.998,0.239,346,1,55.62,,,,NaN,,,,0 / 0,31706,2018-11-20 15:30:56:881
-2.595,-9.864,0.488,359,1,55.62,,,,NaN,,,,0 / 0,31806,2018-11-20 15:30:56:981
-2.652,-9.385,0.134,359,1,55.62,,,,NaN,,,,0 / 0,31907,2018-11-20 15:30:57:082
-2.413,-8.561,1.743,396,1,49.55,,,,NaN,,,,0 / 0,32006,2018-11-20 15:30:57:181
-3.074,-8.427,1.685,427,1,49.55,,,,NaN,,,,0 / 0,32106,2018-11-20 15:30:57:281
-1.388,-6.617,4.625,426,1,49.55,,,,NaN,,,,0 / 0,32206,2018-11-20 15:30:57:381
-1.953,-6.205,6.387,321,1,42.86,,,,NaN,,,,0 / 0,32305,2018-11-20 15:30:57:480
-2.394,-6.244,7.489,281,1,42.86,,,,NaN,,,,0 / 0,32405,2018-11-20 15:30:57:580
-2.403,-4.156,7.776,230,1,42.86,,,,NaN,,,,0 / 0,32505,2018-11-20 15:30:57:680
-1.848,-3.304,9.318,200,1,53.39,,,,NaN,,,,0 / 0,32606,2018-11-20 15:30:57:781
-2.423,-3.371,9.816,170,1,53.39,,,,NaN,,,,0 / 0,32706,2018-11-20 15:30:57:881
-2.25,-2.576,11.712,178,1,53.39,,,,NaN,,,,0 / 0,32805,2018-11-20 15:30:57:980
-2.346,-3.323,11.981,174,1,56.78,,,,NaN,,,,0 / 0,32905,2018-11-20 15:30:58:080
-2.336,-3.265,10.544,189,1,56.78,,,,NaN,,,,0 / 0,33005,2018-11-20 15:30:58:180
-2.509,-3.782,8.399,216,1,56.78,,,,NaN,,,,0 / 0,33106,2018-11-20 15:30:58:281
-1.79,-5.248,7.585,262,1,56.78,,,,NaN,,,,0 / 0,33206,2018-11-20 15:30:58:381
-2.806,-6.416,6.445,366,1,56.22,,,,NaN,,,,0 / 0,33306,2018-11-20 15:30:58:481
-2.298,-7.489,4.482,405,1,56.22,,,,NaN,,,,0 / 0,33406,2018-11-20 15:30:58:581
-3.438,-8.542,1.474,444,1,56.22,,,,NaN,,,,0 / 0,33505,2018-11-20 15:30:58:680
-2.011,-8.629,1.235,444,1,55.26,,,,NaN,,,,0 / 0,33605,2018-11-20 15:30:58:780
-2.652,-10.544,2.212,390,1,55.26,,,,NaN,,,,0 / 0,33705,2018-11-20 15:30:58:880
-2.442,-9.136,-1.829,336,1,55.26,,,,NaN,,,,0 / 0,33806,2018-11-20 15:30:58:981
-1.934,-9.634,1.187,352,1,55.51,,,,NaN,,,,0 / 0,33906,2018-11-20 15:30:59:081
-1.407,-9.203,0.229,377,1,55.51,,,,NaN,,,,0 / 0,34005,2018-11-20 15:30:59:180
-2.106,-8.437,2.892,370,1,55.51,,,,NaN,,,,0 / 0,34105,2018-11-20 15:30:59:280
-1.838,-7.326,2.997,391,1,53.4,,,,NaN,,,,0 / 0,34205,2018-11-20 15:30:59:380
-3.955,-7.01,5.439,388,1,53.4,,,,NaN,,,,0 / 0,34306,2018-11-20 15:30:59:481
-2.988,-6.253,6.129,321,1,53.4,,,,NaN,,,,0 / 0,34406,2018-11-20 15:30:59:581
-2.959,-5.382,7.69,288,1,43.62,,,,NaN,,,,0 / 0,34506,2018-11-20 15:30:59:681
-1.704,-4.529,7.862,236,1,43.62,,,,NaN,,,,0 / 0,34605,2018-11-20 15:30:59:780
-4.146,-4.089,8.245,203,1,43.62,,,,NaN,,,,0 / 0,34705,2018-11-20 15:30:59:880
-2.71,-2.796,10.352,188,1,54.24,,,,NaN,,,,0 / 0,34805,2018-11-20 15:30:59:980
-2.308,-2.269,11.31,140,1,54.24,,,,NaN,,,,0 / 0,34905,2018-11-20 15:31:00:080
-2.815,-2.739,12.028,135,1,54.24,,,,NaN,,,,0 / 0,35006,2018-11-20 15:31:00:181
-3.055,-3.007,11.128,153,1,58.35,,,,NaN,,,,0 / 0,35106,2018-11-20 15:31:00:281
-2.863,-4.137,8.293,216,1,58.35,,,,NaN,,,,0 / 0,35206,2018-11-20 15:31:00:381
-2.461,-4.846,7.077,256,1,58.35,,,,NaN,,,,0 / 0,35305,2018-11-20 15:31:00:480
-3.553,-6.943,6.186,350,1,52.85,,,,NaN,,,,0 / 0,35405,2018-11-20 15:31:00:580
-2.729,-7.671,3.581,411,1,52.85,,,,NaN,,,,0 / 0,35505,2018-11-20 15:31:00:680
-2.403,-7.805,2.039,416,1,52.85,,,,NaN,,,,0 / 0,35605,2018-11-20 15:31:00:780
-2.413,-9.155,1.714,442,1,52.24,,,,NaN,,,,0 / 0,35706,2018-11-20 15:31:00:881
-4.338,-10.822,0.095,411,1,52.24,,,,NaN,,,,0 / 0,35806,2018-11-20 15:31:00:981
-3.399,-10.142,0.852,354,1,52.24,,,,NaN,,,,0 / 0,35906,2018-11-20 15:31:01:081
-2.164,-9.998,-1.082,370,1,52.77,,,,NaN,,,,0 / 0,36006,2018-11-20 15:31:01:181
-2.317,-10.486,0.44,369,1,52.77,,,,NaN,,,,0 / 0,36106,2018-11-20 15:31:01:281
-2.394,-9.672,0.948,353,1,52.77,,,,NaN,,,,0 / 0,36206,2018-11-20 15:31:01:381
-1.58,-8.236,1.81,368,1,43.02,,,,NaN,,,,0 / 0,36305,2018-11-20 15:31:01:480
-1.455,-8.715,1.838,406,1,43.02,,,,NaN,,,,0 / 0,36405,2018-11-20 15:31:01:580
-2.269,-8.38,3.217,346,1,43.02,,,,NaN,,,,0 / 0,36505,2018-11-20 15:31:01:680
-2.537,-6.656,5.458,342,1,40.5,,,,NaN,,,,0 / 0,36605,2018-11-20 15:31:01:780
-3.15,-6.512,7.192,309,1,40.5,,,,NaN,,,,0 / 0,36705,2018-11-20 15:31:01:880
-2.288,-4.443,7.249,258,1,40.5,,,,NaN,,,,0 / 0,36805,2018-11-20 15:31:01:980
-1.953,-3.447,8.552,189,1,48.25,,,,NaN,,,,0 / 0,36906,2018-11-20 15:31:02:081
-2.25,-2.298,9.72,191,1,48.25,,,,NaN,,,,0 / 0,37006,2018-11-20 15:31:02:181
-0.45,-2.202,12.977,186,1,48.25,,,,NaN,,,,0 / 0,37106,2018-11-20 15:31:02:281
-4.099,-2.413,12.287,228,1,59,,,,NaN,,,,0 / 0,37206,2018-11-20 15:31:02:381
-3.821,-3.007,10.946,237,1,59,,,,NaN,,,,0 / 0,37305,2018-11-20 15:31:02:480
-2.509,-3.294,9.395,281,1,59,,,,NaN,,,,0 / 0,37405,2018-11-20 15:31:02:580
-2.231,-4.319,7.891,302,1,60.42,,,,NaN,,,,0 / 0,37505,2018-11-20 15:31:02:680
-2.566,-6.225,6.943,359,1,60.42,,,,NaN,,,,0 / 0,37606,2018-11-20 15:31:02:781
-2.221,-7.336,4.491,405,1,60.42,,,,NaN,,,,0 / 0,37706,2018-11-20 15:31:02:881
-2.25,-8.054,2.71,427,0,60.1,,,,NaN,,,,0 / 0,37806,2018-11-20 15:31:02:981
-2.308,-8.073,1.273,389,0,60.1,,,,NaN,,,,0 / 0,37905,2018-11-20 15:31:03:080
-3.878,-9.462,1.503,360,0,60.1,,,,NaN,,,,0 / 0,38005,2018-11-20 15:31:03:180
-3.869,-10.908,0.009,341,0,56.22,,,,NaN,,,,0 / 0,38105,2018-11-20 15:31:03:280
-2.758,-9.385,-1.494,341,1,56.22,,,,NaN,,,,0 / 0,38205,2018-11-20 15:31:03:380
-2.499,-10.209,0.277,383,1,56.22,,,,NaN,,,,0 / 0,38305,2018-11-20 15:31:03:480
-2.461,-9.816,0.948,406,1,50.73,,,,NaN,,,,0 / 0,38405,2018-11-20 15:31:03:580
-1.829,-9.605,2.566,449,1,50.73,,,,NaN,,,,0 / 0,38505,2018-11-20 15:31:03:680
-2.154,-8.561,1.848,465,1,50.73,,,,NaN,,,,0 / 0,38605,2018-11-20 15:31:03:780
-2.461,-7.977,4.654,502,1,36.68,,,,NaN,,,,0 / 0,38706,2018-11-20 15:31:03:881
-2.384,-8.236,5.353,504,1,36.68,,,,NaN,,,,0 / 0,38808,2018-11-20 15:31:03:983
-2.183,-6.215,7.039,430,1,36.68,,,,NaN,,,,0 / 0,38905,2018-11-20 15:31:04:080
-2.844,-5.602,8.159,354,1,44.45,,,,NaN,,,,0 / 0,39005,2018-11-20 15:31:04:180
-2.126,-4.482,8.38,312,1,44.45,,,,NaN,,,,0 / 0,39105,2018-11-20 15:31:04:280
-3.352,-4.462,8.705,271,1,44.45,,,,NaN,,,,0 / 0,39205,2018-11-20 15:31:04:380
-2.279,-2.183,9.069,225,1,59.26,,,,NaN,,,,0 / 0,39306,2018-11-20 15:31:04:481
-2.039,-2.001,11.147,192,1,59.26,,,,NaN,,,,0 / 0,39406,2018-11-20 15:31:04:581
-3.438,-3.265,11.569,192,1,59.26,,,,NaN,,,,0 / 0,39506,2018-11-20 15:31:04:681
-3.399,-3.237,10.87,188,1,59.1,,,,NaN,,,,0 / 0,39605,2018-11-20 15:31:04:780
-2.47,-4.022,8.83,248,1,59.1,,,,NaN,,,,0 / 0,39705,2018-11-20 15:31:04:880
-2.078,-4.568,7.498,296,1,59.1,,,,NaN,,,,0 / 0,39805,2018-11-20 15:31:04:980
-2.767,-5.88,6.818,441,1,52.16,,,,NaN,,,,0 / 0,39906,2018-11-20 15:31:05:081
-2.748,-6.483,5.296,488,1,52.16,,,,NaN,,,,0 / 0,40006,2018-11-20 15:31:05:181
-2.959,-8.293,2.719,498,1,52.16,,,,NaN,,,,0 / 0,40106,2018-11-20 15:31:05:281
-2.02,-7.996,2.078,431,0,51.8,,,,NaN,,,,0 / 0,40205,2018-11-20 15:31:05:380
-3.447,-10.094,1.206,396,0,51.8,,,,NaN,,,,0 / 0,40305,2018-11-20 15:31:05:480
-2.202,-9.174,-0.258,383,0,51.8,,,,NaN,,,,0 / 0,40405,2018-11-20 15:31:05:580
-3.83,-10.975,0.411,366,0,51.63,,,,NaN,,,,0 / 0,40505,2018-11-20 15:31:05:680
-2.336,-9.711,0.086,399,0,51.63,,,,NaN,,,,0 / 0,40606,2018-11-20 15:31:05:781
-3.141,-8.849,2.26,418,0,51.63,,,,NaN,,,,0 / 0,40706,2018-11-20 15:31:05:881
-2.078,-9.251,4.903,435,0,49.41,,,,NaN,,,,0 / 0,40806,2018-11-20 15:31:05:981
0.047,-7.431,5.439,478,0,49.41,,,,NaN,,,,0 / 0,40905,2018-11-20 15:31:06:080
-2.26,-5.794,6.273,479,1,49.41,,,,NaN,,,,0 / 0,41006,2018-11-20 15:31:06:181
-3.045,-5.593,7.728,408,1,44.08,,,,NaN,,,,0 / 0,41106,2018-11-20 15:31:06:281
-1.848,-4.012,8.063,351,1,44.08,,,,NaN,,,,0 / 0,41205,2018-11-20 15:31:06:380
-2.231,-3.294,9.395,315,1,44.08,,,,NaN,,,,0 / 0,41305,2018-11-20 15:31:06:480
-2.039,-2.729,10.209,292,1,58.05,,,,NaN,,,,0 / 0,41405,2018-11-20 15:31:06:580
-3.591,-2.892,10.362,271,1,58.05,,,,NaN,,,,0 / 0,41505,2018-11-20 15:31:06:680
-2.432,-2.068,11.846,275,1,58.05,,,,NaN,,,,0 / 0,41605,2018-11-20 15:31:06:780
-2.853,-2.806,10.984,285,1,59.27,,,,NaN,,,,0 / 0,41705,2018-11-20 15:31:06:880
-2.384,-3.601,9.213,314,1,59.27,,,,NaN,,,,0 / 0,41805,2018-11-20 15:31:06:980
-2.308,-4.884,8.063,376,1,59.27,,,,NaN,,,,0 / 0,41906,2018-11-20 15:31:07:081
-2.834,-5.956,7.048,421,1,54.83,,,,NaN,,,,0 / 0,42006,2018-11-20 15:31:07:181
-2.355,-7.288,5.075,500,1,54.83,,,,NaN,,,,0 / 0,42106,2018-11-20 15:31:07:281
-1.637,-8.016,3.581,510,0,54.83,,,,NaN,,,,0 / 0,42206,2018-11-20 15:31:07:381
-1.915,-7.843,2.423,468,0,54.83,,,,NaN,,,,0 / 0,42306,2018-11-20 15:31:07:481
-2.978,-9.749,1.8,419,0,52.29,,,,NaN,,,,0 / 0,42406,2018-11-20 15:31:07:581
-2.346,-9.471,-0.871,382,0,52.29,,,,NaN,,,,0 / 0,42506,2018-11-20 15:31:07:681
-2.509,-10.084,0.45,387,0,52.29,,,,NaN,,,,0 / 0,42605,2018-11-20 15:31:07:780
-2.585,-9.874,0.258,422,0,52.9,,,,NaN,,,,0 / 0,42706,2018-11-20 15:31:07:881
-2.432,-10.132,2.221,431,0,52.9,,,,NaN,,,,0 / 0,42805,2018-11-20 15:31:07:980
-3.639,-8.82,0.948,471,0,52.9,,,,NaN,,,,0 / 0,42905,2018-11-20 15:31:08:080
-3.572,-7.259,3.476,490,0,43.69,,,,NaN,,,,0 / 0,43005,2018-11-20 15:31:08:180
-2.049,-6.809,5.727,516,0,43.69,,,,NaN,,,,0 / 0,43105,2018-11-20 15:31:08:280
-2.815,-6.34,6.579,471,0,43.69,,,,NaN,,,,0 / 0,43205,2018-11-20 15:31:08:380
-2.748,-4.328,6.905,445,0,41.22,,,,NaN,,,,0 / 0,43305,2018-11-20 15:31:08:480
-1.867,-5.19,8.14,378,1,41.22,,,,NaN,,,,0 / 0,43405,2018-11-20 15:31:08:580
-2.346,-3.495,8.945,325,1,41.22,,,,NaN,,,,0 / 0,43505,2018-11-20 15:31:08:680
-2.202,-2.672,9.998,298,1,50.84,,,,NaN,,,,0 / 0,43605,2018-11-20 15:31:08:780
-3.342,-2.394,11.415,289,1,50.84,,,,NaN,,,,0 / 0,43705,2018-11-20 15:31:08:880
-1.925,-2.729,11.684,277,1,50.84,,,,NaN,,,,0 / 0,43805,2018-11-20 15:31:08:980
-2.509,-3.562,10.295,304,1,60.98,,,,NaN,,,,0 / 0,43906,2018-11-20 15:31:09:081
-2.25,-4.453,8.418,348,1,60.98,,,,NaN,,,,0 / 0,44006,2018-11-20 15:31:09:181
-3.045,-5.554,7.125,389,1,60.98,,,,NaN,,,,0 / 0,44106,2018-11-20 15:31:09:281
-2.652,-7.039,5.573,442,1,54.77,,,,NaN,,,,0 / 0,44206,2018-11-20 15:31:09:381
-2.691,-7.709,3.361,499,0,54.77,,,,NaN,,,,0 / 0,44305,2018-11-20 15:31:09:480
-2.068,-8.073,2.183,474,0,54.77,,,,NaN,,,,0 / 0,44405,2018-11-20 15:31:09:580
-4.395,-8.954,1.034,435,0,54.32,,,,NaN,,,,0 / 0,44505,2018-11-20 15:31:09:680
-2.279,-9.49,0.612,410,0,54.32,,,,NaN,,,,0 / 0,44605,2018-11-20 15:31:09:780
-2.365,-9.433,0.143,383,0,54.32,,,,NaN,,,,0 / 0,44706,2018-11-20 15:31:09:881
-2.624,-8.954,0.344,379,0,55.4,,,,NaN,,,,0 / 0,44806,2018-11-20 15:31:09:981
-2.729,-9.5,1.369,392,0,55.4,,,,NaN,,,,0 / 0,44906,2018-11-20 15:31:10:081
-2.068,-9.117,2.241,414,0,55.4,,,,NaN,,,,0 / 0,45005,2018-11-20 15:31:10:180
-1.216,-9.644,3.773,463,0,47.63,,,,NaN,,,,0 / 0,45105,2018-11-20 15:31:10:280
-3.093,-6.694,3.533,484,0,47.63,,,,NaN,,,,0 / 0,45205,2018-11-20 15:31:10:380
-2.719,-6.636,7.393,500,0,47.63,,,,NaN,,,,0 / 0,45305,2018-11-20 15:31:10:480
-1.819,-5.047,7.058,477,0,42.51,,,,NaN,,,,0 / 0,45406,2018-11-20 15:31:10:581
-2.739,-4.52,8.37,424,1,42.51,,,,NaN,,,,0 / 0,45506,2018-11-20 15:31:10:681
-2.231,-3.035,8.964,385,1,42.51,,,,NaN,,,,0 / 0,45605,2018-11-20 15:31:10:780
-2.317,-3.945,10.036,337,1,52.57,,,,NaN,,,,0 / 0,45705,2018-11-20 15:31:10:880
-2.403,-3.323,11.866,333,1,52.57,,,,NaN,,,,0 / 0,45805,2018-11-20 15:31:10:980
-3.313,-2.739,10.87,333,1,52.57,,,,NaN,,,,0 / 0,45905,2018-11-20 15:31:11:080
-2.604,-3.754,9.615,332,1,56.33,,,,NaN,,,,0 / 0,46006,2018-11-20 15:31:11:181
-2.097,-4.271,8.37,375,1,56.33,,,,NaN,,,,0 / 0,46106,2018-11-20 15:31:11:281
-3.045,-6.301,7.403,410,1,56.33,,,,NaN,,,,0 / 0,46206,2018-11-20 15:31:11:381
-2.786,-7.211,5.583,472,1,57.24,,,,NaN,,,,0 / 0,46305,2018-11-20 15:31:11:480
-2.576,-7.441,3.917,515,1,57.24,,,,NaN,,,,0 / 0,46405,2018-11-20 15:31:11:580
-2.02,-7.767,2.758,515,0,57.24,,,,NaN,,,,0 / 0,46505,2018-11-20 15:31:11:680
-2.327,-8.983,2.451,465,0,52.08,,,,NaN,,,,0 / 0,46606,2018-11-20 15:31:11:781
-3.419,-9.692,0.976,432,0,52.08,,,,NaN,,,,0 / 0,46706,2018-11-20 15:31:11:881
-1.714,-9.739,0.603,418,0,52.08,,,,NaN,,,,0 / 0,46806,2018-11-20 15:31:11:981
-2.183,-9.098,0.191,426,0,53.5,,,,NaN,,,,0 / 0,46905,2018-11-20 15:31:12:080
-2.288,-9.557,0.794,436,0,53.5,,,,NaN,,,,0 / 0,47005,2018-11-20 15:31:12:180
-2.633,-9.376,1.714,433,0,53.5,,,,NaN,,,,0 / 0,47105,2018-11-20 15:31:12:280
-2.566,-8.82,4.453,470,0,40.79,,,,NaN,,,,0 / 0,47205,2018-11-20 15:31:12:380
-0.086,-8.878,3.744,522,0,40.79,,,,NaN,,,,0 / 0,47306,2018-11-20 15:31:12:481
-3.486,-6.665,5.621,547,0,40.79,,,,NaN,,,,0 / 0,47406,2018-11-20 15:31:12:581
-2.298,-6.857,7.087,556,0,42.19,,,,NaN,,,,0 / 0,47506,2018-11-20 15:31:12:681
-3.639,-5.899,8.073,487,0,42.19,,,,NaN,,,,0 / 0,47605,2018-11-20 15:31:12:780
-2.652,-3.888,8.37,487,1,42.19,,,,NaN,,,,0 / 0,47705,2018-11-20 15:31:12:880
-2.087,-3.457,8.715,386,1,47.01,,,,NaN,,,,0 / 0,47805,2018-11-20 15:31:12:980
-2.087,-2.633,10.563,321,1,47.01,,,,NaN,,,,0 / 0,47906,2018-11-20 15:31:13:081
-1.781,-2.394,10.735,299,1,47.01,,,,NaN,,,,0 / 0,48006,2018-11-20 15:31:13:181
-2.432,-2.279,11.799,297,1,53.41,,,,NaN,,,,0 / 0,48106,2018-11-20 15:31:13:281
-2.25,-2.116,10.85,311,1,53.41,,,,NaN,,,,0 / 0,48205,2018-11-20 15:31:13:380
-2.317,-3.179,9.481,333,1,53.41,,,,NaN,,,,0 / 0,48305,2018-11-20 15:31:13:480
-2.241,-4.664,7.881,416,1,50.26,,,,NaN,,,,0 / 0,48405,2018-11-20 15:31:13:580
-2.959,-5.401,6.991,469,1,50.26,,,,NaN,,,,0 / 0,48506,2018-11-20 15:31:13:681
-2.365,-7.326,5.248,522,1,50.26,,,,NaN,,,,0 / 0,48606,2018-11-20 15:31:13:781
-2.308,-7.326,5.305,536,0,56.41,,,,NaN,,,,0 / 0,48706,2018-11-20 15:31:13:881
-2.126,-9.04,2.652,552,0,56.41,,,,NaN,,,,0 / 0,48806,2018-11-20 15:31:13:981
-1.819,-7.757,2.853,511,0,56.41,,,,NaN,,,,0 / 0,48905,2018-11-20 15:31:14:080
-3.064,-10.237,2.384,434,0,56.41,,,,NaN,,,,0 / 0,49005,2018-11-20 15:31:14:180
-3.352,-10.573,-0.249,403,0,46.89,,,,NaN,,,,0 / 0,49105,2018-11-20 15:31:14:280
